id,year_born,gender,how_long,industry,occupation,organisation,household,m_r,remote_last_quarter,remote_preferred_last_quarter,remote_this_year,remote_preferred_this_year,covid_cured_preferred_remote,arra_updated_policy,past_6months,how_often,how_often_like,policy_workplace,policy_workplace_time,think_policy1,think_policy2,think_policy3,think_policy4,feel_remote_policy,think_6months1,think_6months2,think_6months3,think_6months4,think_6months5,think_6months6,think_6months7,think_remote,most_supportive,covid_cured1,covid_cured2,covid_cured3,think_workplace1,think_workplace2,think_workplace3,think_workplace4,think_workplace5,think_remote1,think_remote2,think_remote3,think_remote4,think_remote5,remote_paycut,biggest_paycut,barriers_remote1,barriers_remote2,barriers_remote3,barriers_remote4,barriers_remote5,barriers_remote6,barriers_remote7,barriers_remote8,barriers_remote9,barriers_remote10,barriers_remote11,barriers_remote12,barriers_remote13,barriers_remote14,barriers_remote15,barriers_remote16,barrier_colleagues1,barrier_colleagues2,barrier_colleagues3,barrier_colleagues4,barrier_colleagues5,barrier_colleagues6,barrier_colleagues7,barrier_colleagues8,barrier_colleagues9,barrier_colleagues10,barrier_colleagues11,barrier_colleagues12,barrier_colleagues13,barrier_colleagues14,barrier_colleagues15,barrier_colleagues16,barrier_colleagues17,barrier_colleagues18,barrier_colleagues19,barrier_colleagues20,barrier_colleagues21,barrier_colleagues22,barrier_colleagues23,barrier_colleagues24,barrier_colleagues25,barrier_colleagues26,barrier_colleagues27,barrier_colleagues28,statements1,statements2,statements_2,manage_people,employees_manage_remote,statements_3,statements11,statements12,statements1_2,statements21,statements22,statements2_2,statements2_3,statements23,productive,productive_employees,productive1,productive_employees1,remote_last_quarter1,remote_preferred_last_quarter1,remote_this_year1,remote_preferred_this_year1,covid_cured_preferred_remote1,how_often1,how_often_like1,policy_workplace_time1,t_policy1,t_policy2,t_policy3,t_policy4,t_6months1,t_6months2,t_6months3,t_6months4,t_6months5,t_6months6,t_6months7,ss1,ss2,ss_2,ss_3,ss11,ss12,ss1_2,ss21,ss22,ss2_2,ss2_3,ss23,bar_rem1,bar_rem2,bar_rem3,bar_rem4,bar_rem5,bar_rem6,bar_rem7,bar_rem8,bar_rem9,bar_rem10,bar_rem11,bar_rem12,bar_rem13,bar_rem14,bar_rem15,bar_rem16,biggest_b_colle,smallest_b_colle,occupation_d,index_p,index_p21
1372,1977,Male,Between 1 and 5 years,Manufacturing,Managers,More than 200,Couple with dependent children,Metro,60%,60%,60%,60%,60%,Yes,Yes,Less than 10% of my time,Less than 10% of my time,Yes,60%,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly Positive,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly Positive,They are about the same,Neither unlikely or likely,Somewhat likely,Neither unlikely or likely,0.5,10.0,3.0,3.5,7.0,0.0,12.0,2.5,2.5,7.0,No,,Not a barrier for me,Not a barrier for me,Significantly improved,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Not a barrier for me,Stayed about the same,Stayed about the same,Stayed about the same,Interruptions,Lack of privacy,Problems with audio-visual setup,Lack of privacy,Interruptions,Difficulty innovating,Connectivity/internet issues,Lack of privacy,Noisy work environment,Difficulty innovating,Interruptions,Lack of appropriate work and meeting spaces,Interruptions,Difficulty collaborating with remote colleagues,Noisy work environment,Difficulty innovating,Noisy work environment,Lack of appropriate work and meeting spaces,Interruptions,Difficulty innovating,Problems with audio-visual setup,Difficulty innovating,Noisy work environment,Lack of privacy,Interruptions,Lack of privacy,Noisy work environment,Difficulty innovating,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,,,,,,,,,,,Im 30% more productive when working remotely,,30,,60,60,60,60,60,10.0,10.0,60.0,2,1,2,1,2,1,2,2,1,0,-2,0.0,0.0,0.0,,,,,,,,,,,,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,Interruptions,Difficulty innovating,Gerentes Especialistas,0.0,0.0
1373,1986,Male,More than 5 years,"Professional, Scientific and Technical",Professionals,More than 200,Couple with dependent children,Metro,60%,50% - About half of my time,60%,60%,50% - About half of my time,Yes,Yes,60%,50% - About half of my time,Yes,50% - About half of my time,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither positive nor negative,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly Positive,They are about the same,Neither unlikely or likely,Somewhat likely,Neither unlikely or likely,2.0,8.0,3.0,3.0,8.0,0.0,10.0,4.0,2.0,8.0,Yes,0.05,Somewhat improved,Somewhat improved,Stayed about the same,Significantly improved,Somewhat improved,Somewhat improved,Significantly improved,Stayed about the same,Stayed about the same,Somewhat improved,Significantly improved,Somewhat improved,Somewhat improved,Somewhat worsened,Stayed about the same,Stayed about the same,Difficulty collaborating with remote colleagues,Lack of privacy,Connectivity/internet issues,Problems with audio-visual setup,Connectivity/internet issues,Interruptions,Connectivity/internet issues,Lack of privacy,Connectivity/internet issues,Noisy work environment,Noisy work environment,Interruptions,Connectivity/internet issues,Interruptions,Noisy work environment,Lack of privacy,Connectivity/internet issues,Noisy work environment,Interruptions,Lack of privacy,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Noisy work environment,Lack of privacy,Lack of appropriate work and meeting spaces,Noisy work environment,Problems with audio-visual setup,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Yes,Yes,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Im 30% more productive when working remotely,Im 30% more productive when working remotely,30,30.0,60,50,60,60,50,60.0,50.0,50.0,0,-1,1,0,1,1,1,2,1,0,1,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,-1.0,0.0,0.0,Connectivity/internet issues,Lack of privacy,Profesionales de Tecnologías de la Información y Comunicación,-5.0,-5.0
1374,1990,Female,More than 5 years,Information Media and Telecommunications,Clerical and administrative ,More than 200,Couple with dependent children,Metro,40%,40%,40%,40%,40%,No,No,,,Unsure,,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Positive,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat Positive,They are about the same,Somewhat likely,Somewhat likely,Neither unlikely or likely,2.5,8.0,2.0,2.5,9.0,0.5,6.0,5.0,3.0,9.5,No,,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Interruptions,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Interruptions,Connectivity/internet issues,Lack of privacy,Difficulty innovating,Interruptions,Connectivity/internet issues,Interruptions,Problems with audio-visual setup,Interruptions,Problems with audio-visual setup,Noisy work environment,Difficulty innovating,Noisy work environment,Connectivity/internet issues,Interruptions,Difficulty innovating,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Noisy work environment,Connectivity/internet issues,Interruptions,Lack of appropriate work and meeting spaces,Noisy work environment,Difficulty collaborating with remote colleagues,Somewhat agree,Neither agree nor disagree,Somewhat disagree,No,,,,,,,,,,,Im 20% less productive when working remotely,,-20,,40,40,40,40,40,,,,2,1,1,1,2,1,1,2,1,-2,2,1.0,0.0,-1.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Interruptions,Problems with audio-visual setup,Apoyo Clerical y de Oficina,0.0,0.0
1375,1977,Female,More than 5 years,Health Care and Social Assistance,Professionals,More than 200,Couple with dependent children,Metro,20%,10%,20%,20%,10%,No,No,,,No,,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat Positive,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither positive nor negative,They are about the same,Somewhat likely,Somewhat likely,Very likely,1.0,8.0,4.0,3.0,8.0,1.0,8.0,4.0,3.0,8.0,No,,Somewhat improved,Significantly improved,Stayed about the same,Somewhat improved,Stayed about the same,Significantly improved,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Significantly improved,Noisy work environment,Interruptions,Lack of appropriate work and meeting spaces,Lack of privacy,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Difficulty innovating,Connectivity/internet issues,Interruptions,Difficulty innovating,Lack of appropriate work and meeting spaces,Interruptions,Connectivity/internet issues,Interruptions,Lack of appropriate work and meeting spaces,Lack of privacy,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Problems with audio-visual setup,Lack of privacy,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Connectivity/internet issues,Noisy work environment,Lack of appropriate work and meeting spaces,Lack of privacy,Problems with audio-visual setup,Difficulty collaborating with remote colleagues,Strongly agree,Neither agree nor disagree,Somewhat agree,Yes,Yes,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Im 20% more productive when working remotely,Im 20% more productive when working remotely,20,20.0,20,10,20,20,10,,,,1,1,2,1,2,0,1,1,0,1,1,2.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,Lack of appropriate work and meeting spaces,Lack of privacy,Profesionales de la Salud,-5.0,-5.0
1376,1980,Male,More than 5 years,Retail Trade,Managers,More than 200,Single person,Metro,100% - I spent all of my time remote working,100% - All of my time,90%,100% - All of my time,100% - All of my time,Yes,Yes,10%,Less than 10% of my time,No,,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly Positive,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly Positive,My direct manger(s),Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,2.0,10.0,2.0,2.0,8.0,1.0,8.0,2.0,4.0,9.0,No,,Not a barrier for me,Not a barrier for me,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat improved,Stayed about the same,Significantly improved,Stayed about the same,Stayed about the same,Significantly improved,Somewhat improved,Significantly improved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Yes,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Im 20% more productive when working remotely,Im 20% more productive when working remotely,20,20.0,100,100,90,100,100,10.0,10.0,,1,2,2,1,2,1,2,2,1,-1,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,,,"Directores Ejecutivos, Gerentes Generales y Legisladores",5.0,5.0
1377,1992,Male,Between 1 and 5 years,Financial and Insurance,Professionals,Between 20 and 199,Single person,Metro,70%,70%,70%,70%,50% - About half of my time,Yes,Yes,50% - About half of my time,50% - About half of my time,Unsure,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither positive nor negative,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither positive nor negative,My direct manger(s),Somewhat likely,Somewhat likely,Somewhat likely,1.0,7.0,4.0,3.0,9.0,1.0,8.0,3.0,3.0,9.0,No,,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Noisy work environment,Lack of privacy,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Interruptions,Connectivity/internet issues,Connectivity/internet issues,Difficulty collaborating with remote colleagues,Interruptions,Connectivity/internet issues,Interruptions,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Difficulty innovating,Connectivity/internet issues,Noisy work environment,Problems with audio-visual setup,Interruptions,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Interruptions,Problems with audio-visual setup,Noisy work environment,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,No,,,,,,,,,,,My productivity is about same when I work remotely,,0,,70,70,70,70,50,50.0,50.0,,0,0,0,1,1,1,1,1,1,1,1,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,Problems with audio-visual setup,Connectivity/internet issues,Profesionales de las Artes y los Medios,0.0,0.0
1378,1990,Male,Between 1 and 5 years,Manufacturing,Professionals,More than 200,Couple with no dependent children,Metro,50% - I spent about half of my time remote working,50% - About half of my time,50% - I spent about half of my time remote working,50% - About half of my time,50% - About half of my time,Yes,Yes,50% - About half of my time,50% - About half of my time,Yes,50% - About half of my time,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither positive nor negative,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat Positive,Senior leadership,Neither unlikely or likely,Somewhat unlikely,Neither unlikely or likely,0.0,10.0,10.0,4.0,0.0,,10.0,10.0,4.0,,Yes,0.4,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Stayed about the same,Somewhat improved,Somewhat improved,Lack of privacy,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Difficulty collaborating with remote colleagues,Difficulty innovating,Connectivity/internet issues,Noisy work environment,Lack of appropriate work and meeting spaces,Interruptions,Connectivity/internet issues,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Difficulty innovating,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Problems with audio-visual setup,Difficulty innovating,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Connectivity/internet issues,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,,,,,,,,,,,Im 30% more productive when working remotely,,30,,50,50,50,50,50,50.0,50.0,50.0,0,0,0,-1,0,0,0,0,0,0,-1,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,"Profesionales de Negocios, Recursos Humanos y Marketing",0.0,0.0
1379,1986,Male,Between 1 and 5 years,Wholesale Trade,Professionals,Between 5 and 19,Couple with dependent children,Metro,60%,30%,60%,40%,70%,Yes,No,,,No,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither positive nor negative,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat Positive,My direct manger(s),Somewhat likely,Somewhat unlikely,Neither unlikely or likely,1.0,2.0,10.0,1.0,10.0,2.0,8.0,7.0,6.0,1.0,Yes,0.12,Stayed about the same,Significantly worsened,Somewhat worsened,Stayed about the same,Significantly worsened,Significantly worsened,Stayed about the same,Significantly worsened,Significantly worsened,Somewhat worsened,Stayed about the same,Somewhat worsened,Significantly worsened,Somewhat improved,Significantly worsened,Somewhat worsened,Difficulty collaborating with remote colleagues,Noisy work environment,Connectivity/internet issues,Lack of privacy,Lack of appropriate work and meeting spaces,Interruptions,Difficulty innovating,Connectivity/internet issues,Interruptions,Difficulty innovating,Lack of appropriate work and meeting spaces,Noisy work environment,Interruptions,Connectivity/internet issues,Difficulty innovating,Noisy work environment,Connectivity/internet issues,Difficulty collaborating with remote colleagues,Difficulty innovating,Interruptions,Lack of appropriate work and meeting spaces,Difficulty innovating,Problems with audio-visual setup,Noisy work environment,Lack of appropriate work and meeting spaces,Interruptions,Noisy work environment,Difficulty innovating,Somewhat agree,Somewhat disagree,Somewhat agree,No,,,,,,,,,,,My productivity is about same when I work remotely,,0,,60,30,60,40,70,,,,1,0,0,1,-1,0,-1,0,-1,1,2,1.0,-1.0,1.0,,,,,,,,,,0.0,-2.0,-1.0,0.0,-2.0,-2.0,0.0,-2.0,-2.0,-1.0,0.0,-1.0,-2.0,1.0,-2.0,-1.0,Lack of appropriate work and meeting spaces,Noisy work environment,"Profesionales de Negocios, Recursos Humanos y Marketing",-25.0,-25.0
1380,1985,Female,More than 5 years,Health Care and Social Assistance,Sales ,Between 1 and 4,Single person,Metro,50% - I spent about half of my time remote working,50% - About half of my time,50% - I spent about half of my time remote working,50% - About half of my time,30%,Yes,No,,,Yes,30%,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat Positive,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat Positive,My direct manger(s),Somewhat likely,Very likely,Very likely,2.0,7.0,5.0,2.0,8.0,2.0,6.0,3.0,8.0,5.0,Yes,0.1,Somewhat worsened,Somewhat worsened,Somewhat worsened,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Significantly worsened,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Significantly worsened,Stayed about the same,Stayed about the same,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Somewhat agree,Strongly agree,Yes,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Im 50% more productive when working remotely (or more),Im 50% more productive when working remotely (or more),50,50.0,50,50,50,50,30,,,30.0,2,2,2,0,1,1,1,1,1,0,-2,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,-1.0,-2.0,0.0,0.0,,,Asistentes y Vendedores,0.0,0.0
1381,1991,Female,Between 1 and 5 years,Education and Training,Professionals,Between 20 and 199,Couple with dependent children,Metro,50% - I spent about half of my time remote working,50% - About half of my time,50% - I spent about half of my time remote working,50% - About half of my time,50% - About half of my time,No,No,,,No,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither positive nor negative,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither positive nor negative,They are about the same,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,No,,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,,,,,,,,,,,Im 50% less productive when working remotely (or worse),,-50,,50,50,50,50,50,,,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Profesionales de la Educación,0.0,0.0
1382,1957,Female,More than 5 years,Health Care and Social Assistance,Professionals,More than 200,Single person,Regional,Less than 10% of my time,50% - About half of my time,Rarely or never,50% - About half of my time,50% - About half of my time,Yes,Yes,10%,50% - About half of my time,Unsure,,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Neither positive nor negative,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat Positive,They are about the same,Somewhat likely,Somewhat likely,Somewhat unlikely,3.0,8.0,5.0,1.0,7.0,5.0,9.0,2.0,1.0,7.0,No,,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Somewhat worsened,Somewhat worsened,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat worsened,Not a barrier for me,Stayed about the same,Stayed about the same,Somewhat improved,Difficulty collaborating with remote colleagues,Noisy work environment,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Lack of appropriate work and meeting spaces,Interruptions,Difficulty collaborating with remote colleagues,Lack of privacy,Connectivity/internet issues,Noisy work environment,Lack of appropriate work and meeting spaces,Noisy work environment,Connectivity/internet issues,Interruptions,Lack of appropriate work and meeting spaces,Lack of privacy,Difficulty collaborating with remote colleagues,Noisy work environment,Difficulty innovating,Interruptions,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Connectivity/internet issues,Noisy work environment,Difficulty collaborating with remote colleagues,Interruptions,Difficulty innovating,Noisy work environment,Somewhat agree,Somewhat agree,Somewhat agree,No,,,,,,,,,,,Im 20% more productive when working remotely,,20,,10,50,0,50,50,10.0,50.0,,1,-2,-2,1,2,1,1,0,0,0,1,1.0,1.0,1.0,,,,,,,,,,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,,0.0,0.0,1.0,Difficulty collaborating with remote colleagues,Noisy work environment,Profesionales de la Salud,45.0,45.0
1383,1985,Male,Between 6 and 12 months,Information Media and Telecommunications,Professionals,More than 200,Couple with no dependent children,Metro,40%,60%,40%,60%,60%,No,No,,,Yes,60%,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly Positive,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat Positive,They are about the same,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,3.0,8.5,2.0,4.0,6.5,0.25,8.5,2.0,6.75,6.5,No,,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Difficulty collaborating with remote colleagues,Lack of privacy,Connectivity/internet issues,Lack of privacy,Connectivity/internet issues,Difficulty innovating,Difficulty collaborating with remote colleagues,Lack of privacy,Connectivity/internet issues,Difficulty innovating,Lack of appropriate work and meeting spaces,Noisy work environment,Connectivity/internet issues,Problems with audio-visual setup,Noisy work environment,Lack of privacy,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Lack of privacy,Problems with audio-visual setup,Difficulty innovating,Connectivity/internet issues,Lack of privacy,Lack of appropriate work and meeting spaces,Lack of privacy,Problems with audio-visual setup,Difficulty innovating,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,No,,,,,,,,,,,Im 10% less productive when working remotely,,-10,,40,60,40,60,60,,,60.0,1,-2,-1,2,1,0,1,1,1,-1,-1,0.0,0.0,1.0,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Connectivity/internet issues,Lack of privacy,Profesionales de Tecnologías de la Información y Comunicación,20.0,20.0
1384,1999,Female,Between 6 and 12 months,Administrative and Support,Technicians and trades ,Between 20 and 199,Single person,Metro,30%,40%,20%,10%,50% - About half of my time,Yes,No,,,Unsure,,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat Positive,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly Positive,They are about the same,Somewhat likely,Somewhat likely,Somewhat likely,1.0,8.0,2.0,6.0,7.0,1.0,10.0,2.0,5.0,6.0,No,,Significantly improved,Significantly improved,Stayed about the same,Stayed about the same,Significantly improved,Somewhat improved,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Somewhat improved,Somewhat improved,Significantly worsened,Stayed about the same,Noisy work environment,Difficulty collaborating with remote colleagues,Lack of privacy,Connectivity/internet issues,Interruptions,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Difficulty innovating,Noisy work environment,Interruptions,Noisy work environment,Lack of appropriate work and meeting spaces,Interruptions,Difficulty collaborating with remote colleagues,Difficulty innovating,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Lack of privacy,Interruptions,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Lack of privacy,Noisy work environment,Interruptions,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Difficulty innovating,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,No,,,,,,,,,,,Im 50% more productive when working remotely (or more),,50,,30,40,20,10,50,,,,0,1,1,-1,2,2,2,0,2,0,1,1.0,0.0,0.0,,,,,,,,,,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0,1.0,1.0,-2.0,0.0,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Oficios de Automoción e Ingeniería,0.0,0.0
